,dyad,ec,ec_avg
13849,D024,1.0,1.0
13850,D024,1.0,1.0
13851,D024,1.0,1.0
13852,D024,1.0,0.495
13853,D024,1.0,1.0
13854,D024,1.0,0.754
13855,D024,0.0,0.909
13856,D024,1.0,1.0
13857,D024,1.0,1.0
13858,D024,1.0,1.0
13859,D024,1.0,0.779
13860,D024,0.0,0.0
13861,D024,0.0,0.663
13862,D024,1.0,0.428
13863,D024,0.0,0.0
13864,D024,0.0,0.908
13865,D024,1.0,1.0
13866,D024,1.0,1.0
13867,D024,1.0,1.0
13868,D024,1.0,1.0
13869,D024,1.0,1.0
13870,D024,1.0,1.0
13871,D024,1.0,1.0
13872,D024,1.0,1.0
13873,D024,1.0,1.0
13874,D024,1.0,1.0
13875,D024,1.0,1.0
13876,D024,1.0,0.51
13877,D024,0.0,0.438
13878,D024,1.0,1.0
13879,D024,1.0,1.0
13880,D024,1.0,1.0
13881,D024,1.0,1.0
13882,D024,1.0,1.0
13883,D024,1.0,1.0
13884,D024,1.0,1.0
13885,D024,1.0,1.0
13886,D024,1.0,0.769
13887,D024,0.0,0.0
13888,D024,0.0,0.467
13889,D024,0.0,0.862
13890,D024,1.0,1.0
13891,D024,1.0,0.659
13892,D024,0.0,0.0
13893,D024,0.0,0.167
13894,D024,1.0,0.281
13895,D024,1.0,1.0
13896,D024,1.0,0.029
13897,D024,0.0,0.27
13898,D024,1.0,0.579
13899,D024,0.0,0.0
13900,D024,0.0,0.0
13901,D024,0.0,0.37
13902,D024,1.0,1.0
13903,D024,1.0,1.0
13904,D024,1.0,1.0
13905,D024,1.0,1.0
13906,D024,1.0,0.049
13907,D024,0.0,0.0
13908,D024,0.0,0.0
13909,D024,0.0,0.0
13910,D024,0.0,0.0
13911,D024,0.0,0.0
13912,D024,0.0,0.1
13913,D024,1.0,1.0
13914,D024,1.0,1.0
13915,D024,1.0,1.0
13916,D024,1.0,0.709
13917,D024,0.0,0.0
13918,D024,0.0,0.0
13919,D024,0.0,0.0
13920,D024,0.0,0.0
13921,D024,0.0,0.0
13922,D024,0.0,0.0
13923,D024,0.0,0.71
13924,D024,1.0,0.319
13925,D024,0.0,0.0
13926,D024,0.0,0.0
13927,D024,0.0,0.0
13928,D024,0.0,0.125
13929,D024,1.0,1.0
13930,D024,1.0,0.506
13931,D024,0.0,0.255
13932,D024,0.0,0.0
13933,D024,0.0,0.0
13934,D024,0.0,0.0
13935,D024,0.0,0.417
13936,D024,1.0,0.889
13937,D024,0.0,0.89
13938,D024,1.0,1.0
13939,D024,1.0,1.0
13940,D024,1.0,1.0
13941,D024,1.0,1.0
13942,D024,1.0,1.0
13943,D024,1.0,1.0
13944,D024,1.0,1.0
13945,D024,1.0,1.0
13946,D024,1.0,1.0
13947,D024,1.0,1.0
13948,D024,1.0,1.0
13949,D024,1.0,1.0
13950,D024,1.0,1.0
13951,D024,1.0,0.693
13952,D024,1.0,1.0
13953,D024,1.0,1.0
13954,D024,1.0,1.0
13955,D024,1.0,0.509
13956,D024,0.0,0.052
13957,D024,0.0,0.0
13958,D024,0.0,0.31
13959,D024,1.0,0.379
13960,D024,0.0,0.0
13961,D024,0.0,0.0
13962,D024,0.0,0.89
13963,D024,1.0,0.149
13964,D024,0.0,0.331
13965,D024,1.0,0.629
13966,D024,0.0,0.0
13967,D024,0.0,0.547
13968,D024,0.0,0.0
13969,D024,0.0,0.536
13970,D024,1.0,1.0
13971,D024,1.0,1.0
13972,D024,1.0,0.279
13973,D024,0.0,0.333
13974,D024,1.0,0.449
13975,D024,0.0,0.16
13976,D024,1.0,0.399
13977,D024,0.0,0.0
13978,D024,0.0,0.025
13979,D024,1.0,1.0
13980,D024,1.0,0.62
13981,D024,0.0,0.664
13982,D024,1.0,1.0
13983,D024,1.0,0.736
13984,D024,0.0,0.755
13985,D024,1.0,1.0
13986,D024,1.0,1.0
13987,D024,1.0,1.0
13988,D024,1.0,1.0
13989,D024,1.0,1.0
13990,D024,1.0,0.459
13991,D024,0.0,0.0
13992,D024,0.0,0.0
13993,D024,0.0,0.0
13994,D024,0.0,0.0
13995,D024,0.0,0.872
13996,D024,1.0,1.0
13997,D024,1.0,0.239
13998,D024,0.0,0.02
13999,D024,1.0,1.0
14000,D024,1.0,1.0
14001,D024,1.0,1.0
14002,D024,1.0,0.505
14003,D024,0.0,0.328
14004,D024,1.0,0.339
14005,D024,0.0,0.0
14006,D024,0.0,0.333
14007,D024,1.0,1.0
14008,D024,1.0,0.929
14009,D024,0.0,0.0
14010,D024,0.0,0.567
14011,D024,0.0,0.0
14012,D024,0.0,0.0
14013,D024,0.0,0.0
14014,D024,0.0,0.0
14015,D024,0.0,0.0
14016,D024,0.0,0.0
14017,D024,0.0,0.0
14018,D024,0.0,0.353
14019,D024,0.0,0.508
14020,D024,1.0,1.0
14021,D024,1.0,0.629
14022,D024,0.0,0.0
14023,D024,0.0,0.0
14024,D024,0.0,0.708
14025,D024,1.0,0.927
14026,D024,0.0,0.271
14027,D024,0.0,0.0
14028,D024,0.0,0.0
14029,D024,0.0,0.0
14030,D024,0.0,0.25
14031,D024,1.0,0.103
14032,D024,0.0,0.626
14033,D024,0.0,0.783
14034,D024,1.0,0.379
14035,D024,0.0,0.0
14036,D024,0.0,0.0
14037,D024,0.0,0.0
14038,D024,0.0,0.91
14039,D024,1.0,1.0
14040,D024,1.0,0.703
14041,D024,1.0,1.0
14042,D024,1.0,1.0
14043,D024,1.0,0.471
14044,D024,0.0,0.94
14045,D024,1.0,0.805
14046,D024,0.0,0.858
14047,D024,1.0,1.0
14048,D024,1.0,0.715
14049,D024,0.0,0.455
14050,D024,0.0,0.0
14051,D024,0.0,0.0
14052,D024,0.0,0.0
14053,D024,0.0,0.0
14054,D024,0.0,0.0
14055,D024,0.0,0.0
14056,D024,0.0,0.0
14057,D024,0.0,0.25
14058,D024,1.0,1.0
14059,D024,1.0,0.179
14060,D024,0.0,0.0
14061,D024,0.0,0.688
14062,D024,1.0,0.079
14063,D024,0.0,0.208
14064,D024,1.0,1.0
14065,D024,1.0,1.0
14066,D024,1.0,1.0
14067,D024,1.0,1.0
14068,D024,1.0,1.0
14069,D024,1.0,0.868
14070,D024,0.0,0.663
14071,D024,1.0,1.0
14072,D024,1.0,1.0
14073,D024,1.0,1.0
14074,D024,1.0,1.0
14075,D024,1.0,1.0
14076,D024,1.0,0.73
14077,D024,1.0,1.0
14078,D024,1.0,0.919
14079,D024,0.0,0.0
14080,D024,0.0,0.0
14081,D024,0.0,0.741
14082,D024,1.0,1.0
14083,D024,1.0,0.312
14084,D024,0.0,0.0
14085,D024,0.0,0.833
14086,D024,1.0,1.0
14087,D024,1.0,1.0
14088,D024,1.0,0.289
14089,D024,0.0,0.0
14090,D024,0.0,0.0
14091,D024,0.0,0.0
14092,D024,0.0,0.668
14093,D024,0.0,0.374
14094,D024,1.0,0.747
14095,D024,1.0,1.0
14096,D024,1.0,0.109
14097,D024,0.0,0.0
14098,D024,0.0,0.333
14099,D024,1.0,1.0
14100,D024,1.0,1.0
14101,D024,1.0,1.0
14102,D024,1.0,1.0
14103,D024,1.0,1.0
14104,D024,1.0,1.0
14105,D024,1.0,1.0
14106,D024,1.0,1.0
14107,D024,1.0,0.705
14108,D024,1.0,1.0
14109,D024,1.0,0.769
14110,D024,0.0,0.0
14111,D024,0.0,0.083
14112,D024,1.0,1.0
14113,D024,1.0,0.989
14114,D024,0.0,0.0
14115,D024,0.0,0.0
14116,D024,0.0,0.82
14117,D024,1.0,0.209
14118,D024,0.0,0.0
14119,D024,0.0,0.417
14120,D024,1.0,1.0
14121,D024,1.0,0.209
14122,D024,1.0,1.0
14123,D024,1.0,1.0
14124,D024,1.0,1.0
14125,D024,1.0,1.0
14126,D024,1.0,0.495
14127,D024,1.0,1.0
14128,D024,1.0,1.0
14129,D024,1.0,0.5
14130,D024,0.0,0.0
14131,D024,0.0,0.55
14132,D024,1.0,0.62
14133,D024,1.0,1.0
14134,D024,1.0,0.039
14135,D024,0.0,0.0
14136,D024,0.0,0.75
14137,D024,1.0,1.0
14138,D024,1.0,1.0
14139,D024,1.0,0.268
14140,D024,0.0,0.535
14141,D024,1.0,0.935
14142,D024,0.0,0.602
14143,D024,1.0,0.381
14144,D024,0.0,0.566
14145,D024,1.0,0.663
14146,D024,1.0,1.0
14147,D024,1.0,1.0
14148,D024,1.0,0.413
14149,D024,1.0,1.0
14150,D024,1.0,1.0
14151,D024,1.0,1.0
14152,D024,1.0,1.0
14153,D024,1.0,0.131
14154,D024,0.0,0.0
14155,D024,0.0,0.917
14156,D024,1.0,0.891
14157,D024,0.0,0.0
14158,D024,0.0,0.0
14159,D024,0.0,0.504
14160,D024,0.0,0.784
14161,D024,1.0,1.0
14162,D024,1.0,1.0
14163,D024,1.0,1.0
14164,D024,1.0,1.0
14165,D024,1.0,1.0
14166,D024,1.0,1.0
14167,D024,1.0,1.0
14168,D024,1.0,0.621
14169,D024,1.0,0.649
14170,D024,0.0,0.0
14171,D024,0.0,0.0
14172,D024,0.0,0.0
14173,D024,0.0,0.0
14174,D024,0.0,0.36
14175,D024,0.0,0.359
14176,D024,1.0,1.0
14177,D024,1.0,1.0
14178,D024,1.0,1.0
14179,D024,1.0,0.725
14180,D024,1.0,1.0
14181,D024,1.0,0.506
14182,D024,0.0,0.759
14183,D024,1.0,0.477
14184,D024,0.0,0.742
14185,D024,1.0,0.909
14186,D024,0.0,0.0
14187,D024,0.0,0.0
14188,D024,0.0,0.268
14189,D024,0.0,0.83
14190,D024,1.0,1.0
14191,D024,1.0,1.0
14192,D024,1.0,1.0
14193,D024,1.0,1.0
14194,D024,1.0,0.969
14195,D024,0.0,0.0
14196,D024,0.0,0.21
14197,D024,1.0,1.0
14198,D024,1.0,1.0
14199,D024,1.0,1.0
14200,D024,1.0,0.424
14201,D024,0.0,0.336
14202,D024,0.0,0.318
14203,D024,1.0,1.0
14204,D024,1.0,1.0
14205,D024,1.0,1.0
14206,D024,1.0,1.0
14207,D024,1.0,1.0
14208,D024,1.0,1.0
14209,D024,1.0,1.0
14210,D024,1.0,1.0
14211,D024,1.0,1.0
14212,D024,1.0,1.0
14213,D024,1.0,1.0
14214,D024,1.0,1.0
14215,D024,1.0,1.0
14216,D024,1.0,0.613
14217,D024,0.0,0.551
14218,D024,0.0,0.864
14219,D024,1.0,0.705
14220,D024,1.0,1.0
14221,D024,1.0,0.966
14222,D024,0.0,0.613
14223,D024,1.0,0.389
14224,D024,0.0,0.0
14225,D024,0.0,0.0
14226,D024,0.0,0.0
14227,D024,0.0,0.26
14228,D024,1.0,0.429
14229,D024,0.0,0.319
14230,D024,1.0,1.0
14231,D024,1.0,1.0
14232,D024,1.0,0.929
14233,D024,0.0,0.0
14234,D024,0.0,0.0
14235,D024,0.0,0.559
14236,D024,1.0,1.0
14237,D024,1.0,1.0
14238,D024,1.0,1.0
14239,D024,1.0,1.0
14240,D024,1.0,1.0
14241,D024,1.0,0.611
14242,D024,1.0,0.747
14243,D024,1.0,1.0
14244,D024,1.0,1.0
14245,D024,1.0,1.0
14246,D024,1.0,0.961
14247,D024,0.0,0.487
14248,D024,1.0,1.0
14249,D024,1.0,1.0
14250,D024,1.0,1.0
14251,D024,1.0,1.0
14252,D024,1.0,1.0
14253,D024,1.0,0.899
14254,D024,0.0,0.0
14255,D024,0.0,0.0
14256,D024,0.0,0.489
14257,D024,1.0,1.0
14258,D024,1.0,1.0
14259,D024,1.0,0.139
14260,D024,0.0,0.042
14261,D024,1.0,0.649
14262,D024,0.0,0.62
14263,D024,1.0,1.0
14264,D024,1.0,1.0
14265,D024,1.0,1.0
14266,D024,1.0,1.0
14267,D024,1.0,0.773
14268,D024,0.0,0.831
14269,D024,1.0,0.219
14270,D024,0.0,0.0
14271,D024,0.0,0.0
14272,D024,0.0,0.0
14273,D024,0.0,0.87
14274,D024,1.0,1.0
14275,D024,1.0,0.289
14276,D024,0.0,0.0
14277,D024,0.0,0.0
14278,D024,0.0,0.125
14279,D024,1.0,1.0
14280,D024,1.0,1.0
14281,D024,1.0,0.529
14282,D024,0.0,0.0
14283,D024,0.0,0.0
14284,D024,0.0,0.0
14285,D024,0.0,0.0
14286,D024,0.0,0.0
14287,D024,0.0,0.0
14288,D024,0.0,0.0
14289,D024,0.0,0.0
14290,D024,0.0,0.0
14291,D024,0.0,0.0
14292,D024,0.0,0.0
14293,D024,0.0,0.0
14294,D024,0.0,0.0
14295,D024,0.0,0.0
14296,D024,0.0,0.0
14297,D024,0.0,0.0
14298,D024,0.0,0.0
14299,D024,0.0,0.375
14300,D024,1.0,1.0
14301,D024,1.0,0.346
14302,D024,0.0,0.0
14303,D024,0.0,0.0
14304,D024,0.0,0.158
14305,D024,1.0,1.0
14306,D024,1.0,1.0
14307,D024,1.0,1.0
14308,D024,1.0,1.0
14309,D024,1.0,0.369
14310,D024,0.0,0.0
14311,D024,0.0,0.0
14312,D024,0.0,0.327
14313,D024,1.0,1.0
14314,D024,1.0,1.0
14315,D024,1.0,0.339
14316,D024,0.0,0.0
14317,D024,0.0,0.566
14318,D024,1.0,1.0
14319,D024,1.0,1.0
14320,D024,1.0,1.0
14321,D024,1.0,1.0
14322,D024,1.0,1.0
14323,D024,0.0,0.338
14324,D024,0.0,0.649
14325,D024,1.0,0.489
14326,D024,0.0,0.0
14327,D024,0.0,0.32
14328,D024,1.0,1.0
14329,D024,1.0,1.0
14330,D024,1.0,1.0
14331,D024,1.0,1.0
14332,D024,1.0,1.0
14333,D024,1.0,0.709
14334,D024,0.0,0.0
14335,D024,0.0,0.386
14336,D024,1.0,1.0
14337,D024,1.0,1.0
14338,D024,1.0,1.0
14339,D024,1.0,1.0
14340,D024,1.0,0.352
14341,D024,0.0,0.764
14342,D024,1.0,1.0
14343,D024,1.0,0.756
14344,D024,0.0,0.866
14345,D024,0.0,0.28
14346,D024,1.0,1.0
14347,D024,1.0,1.0
14348,D024,1.0,1.0
14349,D024,1.0,1.0
14350,D024,1.0,1.0
14351,D024,1.0,1.0
14352,D024,1.0,1.0
14353,D024,1.0,1.0
14354,D024,1.0,1.0
14355,D024,1.0,1.0
14356,D024,1.0,0.676
14357,D024,0.0,0.586
14358,D024,1.0,1.0
14359,D024,1.0,1.0
14360,D024,1.0,0.743
14361,D024,1.0,1.0
14362,D024,1.0,0.594
14363,D024,0.0,0.94
14364,D024,1.0,1.0
14365,D024,1.0,0.586
14366,D024,1.0,1.0
14367,D024,1.0,1.0
14368,D024,1.0,1.0
14369,D024,1.0,0.729
14370,D024,0.0,0.512
14371,D024,1.0,0.375
14372,D024,0.0,0.827
14373,D024,1.0,0.959
14374,D024,0.0,0.0
14375,D024,0.0,0.309
14376,D024,1.0,0.713
14377,D024,0.0,0.655
14378,D024,1.0,0.229
14379,D024,0.0,0.0
14380,D024,0.0,0.0
14381,D024,0.0,0.0
14382,D024,0.0,0.13
14383,D024,1.0,0.705
14384,D024,1.0,1.0
14385,D024,1.0,0.621
14386,D024,1.0,0.973
14387,D024,0.0,0.0
14388,D024,0.0,0.0
14389,D024,0.0,0.229
14390,D024,0.0,0.0
14391,D024,0.0,0.84
14392,D024,1.0,1.0
14393,D024,1.0,0.881
14394,D024,0.0,0.758
14395,D024,1.0,1.0
14396,D024,1.0,1.0
14397,D024,1.0,1.0
14398,D024,1.0,1.0
14399,D024,1.0,0.495
14400,D025,0.0,0.613
14401,D025,1.0,0.899
14402,D025,0.0,0.25
14403,D025,1.0,1.0
14404,D025,1.0,1.0
14405,D025,1.0,1.0
14406,D025,1.0,0.439
14407,D025,0.0,0.875
14408,D025,1.0,0.788
14409,D025,1.0,0.209
14410,D025,0.0,0.0
14411,D025,0.0,0.76
14412,D025,0.0,0.0
14413,D025,0.0,0.0
14414,D025,0.0,0.0
14415,D025,0.0,0.0
14416,D025,0.0,0.0
14417,D025,0.0,0.832
14418,D025,1.0,0.299
14419,D025,0.0,0.0
14420,D025,0.0,0.0
14421,D025,1.0,0.395
14422,D025,0.0,0.0
14423,D025,0.0,0.261
14424,D025,1.0,0.289
14425,D025,0.0,0.0
14426,D025,0.0,0.606
14427,D025,0.0,0.0
14428,D025,0.0,0.0
14429,D025,0.0,0.0
14430,D025,0.0,0.0
14431,D025,0.0,0.0
14432,D025,0.0,0.16
14433,D025,1.0,0.879
14434,D025,0.0,0.0
14435,D025,0.0,0.752
14436,D025,1.0,1.0
14437,D025,1.0,0.97
14438,D025,1.0,0.961
14439,D025,0.0,0.0
14440,D025,0.0,0.0
14441,D025,0.0,0.78
14442,D025,1.0,0.476
14443,D025,0.0,0.0
14444,D025,0.0,0.0
14445,D025,0.0,0.0
14446,D025,0.0,0.0
14447,D025,0.0,0.419
14448,D025,1.0,1.0
14449,D025,1.0,0.739
14450,D025,0.0,0.0
14451,D025,0.0,0.768
14452,D025,0.0,0.0
14453,D025,0.0,0.0
14454,D025,0.0,0.0
14455,D025,0.0,0.0
14456,D025,0.0,0.0
14457,D025,0.0,0.0
14458,D025,0.0,0.0
14459,D025,0.0,0.252
14460,D025,1.0,0.132
14461,D025,0.0,0.0
14462,D025,0.0,0.0
14463,D025,0.0,0.0
14464,D025,0.0,0.53
14465,D025,1.0,0.088
14466,D025,0.0,0.0
14467,D025,0.0,0.174
14468,D025,1.0,0.324
14469,D025,1.0,0.42
14470,D025,0.0,0.0
14471,D025,0.0,0.0
14472,D025,0.0,0.0
14473,D025,0.0,0.0
14474,D025,0.0,0.415
14475,D025,1.0,1.0
14476,D025,1.0,1.0
14477,D025,1.0,1.0
14478,D025,1.0,0.289
14479,D025,0.0,0.0
14480,D025,0.0,0.0
14481,D025,0.0,0.0
14482,D025,0.0,0.0
14483,D025,0.0,0.0
14484,D025,0.0,0.0
14485,D025,0.0,0.0
14486,D025,0.0,0.0
14487,D025,0.0,0.0
14488,D025,0.0,0.0
14489,D025,0.0,0.0
14490,D025,0.0,0.0
14491,D025,0.0,0.613
14492,D025,0.0,0.0
14493,D025,0.0,0.0
14494,D025,0.0,0.0
14495,D025,0.0,0.0
14496,D025,0.0,0.0
14497,D025,0.0,0.0
14498,D025,0.0,0.935
14499,D025,1.0,0.039
14500,D025,0.0,0.0
14501,D025,0.0,0.45
14502,D025,1.0,1.0
14503,D025,1.0,1.0
14504,D025,1.0,1.0
14505,D025,1.0,0.162
14506,D025,1.0,0.849
14507,D025,0.0,0.0
14508,D025,0.0,0.152
14509,D025,1.0,0.881
14510,D025,0.0,0.0
14511,D025,0.0,0.0
14512,D025,0.0,0.746
14513,D025,1.0,0.077
14514,D025,0.0,0.0
14515,D025,0.0,0.405
14516,D025,1.0,1.0
14517,D025,1.0,1.0
14518,D025,1.0,1.0
14519,D025,1.0,0.565
14520,D025,0.0,0.13
14521,D025,1.0,1.0
14522,D025,1.0,0.517
14523,D025,0.0,0.0
14524,D025,0.0,0.176
14525,D025,1.0,1.0
14526,D025,1.0,1.0
14527,D025,1.0,1.0
14528,D025,1.0,0.712
14529,D025,0.0,0.0
14530,D025,0.0,0.0
14531,D025,0.0,0.731
14532,D025,1.0,1.0
14533,D025,1.0,1.0
14534,D025,1.0,1.0
14535,D025,1.0,1.0
14536,D025,1.0,0.968
14537,D025,0.0,0.0
14538,D025,0.0,0.0
14539,D025,0.0,0.0
14540,D025,0.0,0.0
14541,D025,0.0,0.0
14542,D025,0.0,0.0
14543,D025,0.0,0.0
14544,D025,0.0,0.0
14545,D025,0.0,0.0
14546,D025,0.0,0.531
14547,D025,1.0,0.039
14548,D025,0.0,0.0
14549,D025,0.0,0.0
14550,D025,0.0,0.0
14551,D025,0.0,0.0
14552,D025,0.0,0.0
14553,D025,0.0,0.0
14554,D025,0.0,0.317
14555,D025,1.0,1.0
14556,D025,1.0,0.609
14557,D025,0.0,0.0
14558,D025,0.0,0.0
14559,D025,0.0,0.062
14560,D025,0.0,0.0
14561,D025,0.0,0.332
14562,D025,1.0,1.0
14563,D025,1.0,1.0
14564,D025,1.0,0.105
14565,D025,0.0,0.0
14566,D025,0.0,0.0
14567,D025,0.0,0.0
14568,D025,0.0,0.0
14569,D025,0.0,0.0
14570,D025,0.0,0.0
14571,D025,0.0,0.416
14572,D025,0.0,0.0
14573,D025,0.0,0.126
14574,D025,1.0,1.0
14575,D025,1.0,0.67
14576,D025,0.0,0.0
14577,D025,0.0,0.0
14578,D025,0.0,0.0
14579,D025,0.0,0.0
14580,D025,0.0,0.0
14581,D025,0.0,0.833
14582,D025,1.0,1.0
14583,D025,1.0,0.171
14584,D025,0.0,0.0
14585,D025,0.0,0.0
14586,D025,0.0,0.0
14587,D025,0.0,0.034
14588,D025,1.0,1.0
14589,D025,1.0,1.0
14590,D025,1.0,0.624
14591,D025,0.0,0.0
14592,D025,0.0,0.0
14593,D025,0.0,0.401
14594,D025,1.0,0.419
14595,D025,0.0,0.0
14596,D025,0.0,0.165
14597,D025,1.0,0.086
14598,D025,0.0,0.0
14599,D025,0.0,0.0
14600,D025,0.0,0.0
14601,D025,0.0,0.0
14602,D025,0.0,0.668
14603,D025,0.0,0.0
14604,D025,0.0,0.626
14605,D025,0.0,0.0
14606,D025,0.0,0.534
14607,D025,1.0,1.0
14608,D025,1.0,1.0
14609,D025,1.0,0.169
14610,D025,0.0,0.912
14611,D025,0.0,0.0
14612,D025,0.0,0.0
14613,D025,0.0,0.284
14614,D025,1.0,0.642
14615,D025,0.0,0.0
14616,D025,0.0,0.0
14617,D025,0.0,0.0
14618,D025,0.0,0.0
14619,D025,0.0,0.27
14620,D025,0.0,0.0
14621,D025,0.0,0.0
14622,D025,0.0,0.0
14623,D025,0.0,0.0
14624,D025,0.0,0.0
14625,D025,0.0,0.0
14626,D025,0.0,0.0
14627,D025,0.0,0.0
14628,D025,0.0,0.118
14629,D025,1.0,1.0
14630,D025,1.0,0.681
14631,D025,0.0,0.0
14632,D025,0.0,0.0
14633,D025,0.0,0.0
14634,D025,0.0,0.0
14635,D025,0.0,0.702
14636,D025,1.0,1.0
14637,D025,1.0,0.512
14638,D025,0.0,0.0
14639,D025,0.0,0.0
14640,D025,0.0,0.0
14641,D025,0.0,0.0
14642,D025,0.0,0.766
14643,D025,1.0,0.079
14644,D025,0.0,0.0
14645,D025,0.0,0.0
14646,D025,0.0,0.0
14647,D025,0.0,0.0
14648,D025,0.0,0.0
14649,D025,0.0,0.023
14650,D025,1.0,1.0
14651,D025,1.0,0.179
14652,D025,0.0,0.0
14653,D025,0.0,0.0
14654,D025,0.0,0.904
14655,D025,1.0,0.451
14656,D025,0.0,0.667
14657,D025,1.0,1.0
14658,D025,1.0,1.0
14659,D025,1.0,1.0
14660,D025,1.0,1.0
14661,D025,1.0,0.973
14662,D025,0.0,0.256
14663,D025,1.0,1.0
14664,D025,1.0,0.103
14665,D025,0.0,0.826
14666,D025,1.0,0.062
14667,D025,0.0,0.0
14668,D025,0.0,0.0
14669,D025,0.0,0.0
14670,D025,0.0,0.0
14671,D025,0.0,0.0
14672,D025,0.0,0.167
14673,D025,0.0,0.0
14674,D025,0.0,0.25
14675,D025,1.0,0.464
14676,D025,0.0,0.0
14677,D025,0.0,0.0
14678,D025,0.0,0.41
14679,D025,1.0,1.0
14680,D025,1.0,1.0
14681,D025,1.0,0.482
14682,D025,0.0,0.0
14683,D025,0.0,0.5
14684,D025,1.0,1.0
14685,D025,1.0,1.0
14686,D025,1.0,1.0
14687,D025,1.0,1.0
14688,D025,1.0,0.428
14689,D025,1.0,0.711
14690,D025,1.0,0.367
14691,D025,0.0,0.626
14692,D025,1.0,0.649
14693,D025,0.0,0.708
14694,D025,1.0,0.544
14695,D025,0.0,0.0
14696,D025,0.0,0.0
14697,D025,0.0,0.0
14698,D025,0.0,0.0
14699,D025,0.0,0.0
14700,D025,0.0,0.0
14701,D025,0.0,0.0
14702,D025,0.0,0.873
14703,D025,1.0,0.849
14704,D025,0.0,0.0
14705,D025,0.0,0.924
14706,D025,1.0,1.0
14707,D025,1.0,1.0
14708,D025,1.0,1.0
14709,D025,1.0,0.808
14710,D025,0.0,0.274
14711,D025,1.0,0.72
14712,D025,0.0,0.0
14713,D025,0.0,0.0
14714,D025,0.0,0.0
14715,D025,0.0,0.0
14716,D025,0.0,0.0
14717,D025,0.0,0.0
14718,D025,0.0,0.0
14719,D025,0.0,0.0
14720,D025,0.0,0.0
14721,D025,0.0,0.173
14722,D025,1.0,0.959
14723,D025,0.0,0.0
14724,D025,0.0,0.0
14725,D025,0.0,0.003
14726,D025,1.0,1.0
14727,D025,1.0,0.869
14728,D025,0.0,0.0
14729,D025,0.0,0.0
14730,D025,0.0,0.0
14731,D025,0.0,0.0
14732,D025,0.0,0.781
14733,D025,1.0,0.426
14734,D025,0.0,0.602
14735,D025,1.0,0.545
14736,D025,0.0,0.0
14737,D025,0.0,0.36
14738,D025,1.0,1.0
14739,D025,1.0,1.0
14740,D025,1.0,1.0
14741,D025,1.0,0.086
14742,D025,0.0,0.491
14743,D025,1.0,0.959
14744,D025,0.0,0.0
14745,D025,0.0,0.792
14746,D025,1.0,0.128
14747,D025,0.0,0.0
14748,D025,0.0,0.0
14749,D025,0.0,0.0
14750,D025,0.0,0.0
14751,D025,0.0,0.0
14752,D025,0.0,0.341
14753,D025,1.0,0.682
14754,D025,1.0,0.007
14755,D025,0.0,0.335
14756,D025,0.0,0.0
14757,D025,0.0,0.0
14758,D025,0.0,0.287
14759,D025,1.0,1.0
14760,D025,1.0,0.879
14761,D025,0.0,0.371
14762,D025,1.0,0.582
14763,D025,0.0,0.205
14764,D025,1.0,1.0
14765,D025,1.0,1.0
14766,D025,1.0,0.229
14767,D025,0.0,0.0
14768,D025,0.0,0.0
14769,D025,0.0,0.0
14770,D025,0.0,0.363
14771,D025,1.0,1.0
14772,D025,1.0,0.137
14773,D025,0.0,0.0
14774,D025,0.0,0.331
14775,D025,1.0,1.0
14776,D025,1.0,1.0
14777,D025,1.0,1.0
14778,D025,1.0,1.0
14779,D025,1.0,0.579
14780,D025,0.0,0.0
14781,D025,0.0,0.023
14782,D025,1.0,1.0
14783,D025,1.0,0.683
14784,D025,0.0,0.0
14785,D025,0.0,0.615
14786,D025,1.0,0.4
14787,D025,0.0,0.0
14788,D025,0.0,0.0
14789,D025,0.0,0.33
14790,D025,1.0,0.387
14791,D025,0.0,0.0
14792,D025,0.0,0.0
14793,D025,0.0,0.0
14794,D025,0.0,0.0
14795,D025,0.0,0.0
14796,D025,0.0,0.0
14797,D025,0.0,0.0
14798,D025,0.0,0.0
14799,D025,0.0,0.0
14800,D025,0.0,0.248
14801,D025,1.0,1.0
14802,D025,1.0,0.972
14803,D025,0.0,0.0
14804,D025,0.0,0.0
14805,D025,0.0,0.0
14806,D025,0.0,0.0
14807,D025,0.0,0.0
14808,D025,0.0,0.13
14809,D025,1.0,1.0
14810,D025,1.0,1.0
14811,D025,1.0,0.474
14812,D025,0.0,0.0
14813,D025,0.0,0.939
14814,D025,1.0,1.0
14815,D025,1.0,0.139
14816,D025,0.0,0.889
14817,D025,1.0,0.61
14818,D025,1.0,1.0
14819,D025,1.0,0.479
14820,D025,0.0,0.75
14821,D025,1.0,0.279
14822,D025,0.0,0.701
14823,D025,1.0,0.929
14824,D025,0.0,0.0
14825,D025,0.0,0.0
14826,D025,0.0,0.0
14827,D025,0.0,0.833
14828,D025,1.0,0.232
14829,D025,0.0,0.0
14830,D025,0.0,0.0
14831,D025,0.0,0.875
14832,D025,1.0,0.629
14833,D025,1.0,0.441
14834,D025,0.0,0.0
14835,D025,0.0,0.0
14836,D025,0.0,0.0
14837,D025,0.0,0.0
14838,D025,0.0,0.0
14839,D025,0.0,0.0
14840,D025,0.0,0.289
14841,D025,0.0,0.381
14842,D025,1.0,0.429
14843,D025,1.0,1.0
14844,D025,1.0,0.143
14845,D025,0.0,0.0
14846,D025,0.0,0.93
14847,D025,1.0,0.299
